Contrast,#term ID,term description,genes mapped,enrichment score,direction,false discovery rate,method,matching proteins in your input (IDs),matching proteins in your input (labels)
CU_AD,GO:0002376,Immune system process,119,1.60555,top,0.0035,ks,"9606.ENSP00000053867,9606.ENSP00000166139,9606.ENSP00000212355,9606.ENSP00000215909,9606.ENSP00000216492,9606.ENSP00000217407,9606.ENSP00000220166,9606.ENSP00000223642,9606.ENSP00000226218,9606.ENSP00000227266,9606.ENSP00000230036,9606.ENSP00000232003,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000245907,9606.ENSP00000253496,9606.ENSP00000259486,9606.ENSP00000261267,9606.ENSP00000261918,9606.ENSP00000262120,9606.ENSP00000262746,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000264025,9606.ENSP00000265983,9606.ENSP00000266542,9606.ENSP00000270142,9606.ENSP00000278407,9606.ENSP00000278505,9606.ENSP00000284240,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000292401,9606.ENSP00000292609,9606.ENSP00000293778,9606.ENSP00000294728,9606.ENSP00000296280,9606.ENSP00000296861,9606.ENSP00000299367,9606.ENSP00000300026,9606.ENSP00000301178,9606.ENSP00000301522,9606.ENSP00000302046,9606.ENSP00000304133,9606.ENSP00000305988,9606.ENSP00000306099,9606.ENSP00000308117,9606.ENSP00000308541,9606.ENSP00000308938,9606.ENSP00000310832,9606.ENSP00000313967,9606.ENSP00000314299,9606.ENSP00000315130,9606.ENSP00000317674,9606.ENSP00000320866,9606.ENSP00000322061,9606.ENSP00000323929,9606.ENSP00000327513,9606.ENSP00000329797,9606.ENSP00000330382,9606.ENSP00000339477,9606.ENSP00000341170,9606.ENSP00000342082,9606.ENSP00000345344,9606.ENSP00000348170,9606.ENSP00000350425,9606.ENSP00000353408,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356385,9606.ENSP00000356395,9606.ENSP00000356399,9606.ENSP00000356946,9606.ENSP00000357981,9606.ENSP00000358777,9606.ENSP00000360281,9606.ENSP00000360687,9606.ENSP00000360697,9606.ENSP00000361761,9606.ENSP00000362924,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000366091,9606.ENSP00000369055,9606.ENSP00000372136,9606.ENSP00000377047,9606.ENSP00000378131,9606.ENSP00000381581,9606.ENSP00000383115,9606.ENSP00000385035,9606.ENSP00000385519,9606.ENSP00000385834,9606.ENSP00000387050,9606.ENSP00000396688,9606.ENSP00000398632,9606.ENSP00000399679,9606.ENSP00000410294,9606.ENSP00000416561,9606.ENSP00000418009,9606.ENSP00000419425,9606.ENSP00000426455,9606.ENSP00000431254,9606.ENSP00000436607,9606.ENSP00000438677,9606.ENSP00000440066,9606.ENSP00000444271,9606.ENSP00000452662,9606.ENSP00000455897,9606.ENSP00000468253,9606.ENSP00000478763,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035,9606.ENSP00000480322,9606.ENSP00000483567,9606.ENSP00000493985,9606.ENSP00000497910,9606.ENSP00000498441","GRN,FSTL3,TGFBR3,LGALS1,CHGA,LBP,CTSH,C5,VTN,CTSC,GPLD1,HRG,CTSD,LRP1,C3,F12,ENPP2,LYZ,SEMA7A,TWSG1,PRDX1,C9,C6,NECTIN1,HPX,C1RL,SOD1,SERPING1,ENDOD1,THY1,APP,CSF1R,AZGP1,PGLYRP2,CXCL16,VCAM1,MASP1,TNFRSF21,C2,PPIB,AXL,PRDX2,RNASE6,SCG2,ALCAM,FGB,CD248,F2,PLG,CTSF,C1QB,CFHR1,CLU,APOL1,CALR,C7,A2M,CSF1,CADM1,PDGFB,ICOSLG,PTN,SLPI,CTSL,HP,APOA4,MSN,C8A,CD55,C4BPA,CFHR2,CFHR3,CFH,FCGR3A,CTSS,ATP6AP1,C8B,PTGDS,C8G,WFDC2,GSN,C1QC,C1QA,MOG,B4GALT1,DEFA1B,PTPRZ1,CFI,LCP1,COLEC12,C1S,CD14,TF,PLD3,C4A,CD44,PRG4,FGFR2,CFB,RARRES2,PPIA,RNASET2,IGLL5,ADM,PLD4,JCHAIN,C1R,IGKV2D-28,MRC1,CFD,SIRPA,IGHV1-3,IGHV3-15,IGHV3-72,CD99L2,IGKV2D-29,KNG1,B2M,FGA"
CU_AD,GO:0019318,Hexose metabolic process,15,2.13077,both ends,0.0035,afc,"9606.ENSP00000229270,9606.ENSP00000305692,9606.ENSP00000320171,9606.ENSP00000325527,9606.ENSP00000345179,9606.ENSP00000360522,9606.ENSP00000362413,9606.ENSP00000363603,9606.ENSP00000369055,9606.ENSP00000378731,9606.ENSP00000391826,9606.ENSP00000437402,9606.ENSP00000452948,9606.ENSP00000495530,9606.ENSP00000496166","TPI1,GAA,PKM,FBN1,APOD,RBP4,PGK1,FUCA1,B4GALT1,ALDOC,IGF2,ENO2,MAN2A2,ENO1,ALDOA"
CU_AD,GO:0007417,Central nervous system development,74,0.972921,bottom,0.0039,ks,"9606.ENSP00000043402,9606.ENSP00000053867,9606.ENSP00000200691,9606.ENSP00000221891,9606.ENSP00000222399,9606.ENSP00000226218,9606.ENSP00000243077,9606.ENSP00000245907,9606.ENSP00000252575,9606.ENSP00000261918,9606.ENSP00000262120,9606.ENSP00000262919,9606.ENSP00000265077,9606.ENSP00000265727,9606.ENSP00000269141,9606.ENSP00000271332,9606.ENSP00000277120,9606.ENSP00000281821,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000291295,9606.ENSP00000295777,9606.ENSP00000299427,9606.ENSP00000301178,9606.ENSP00000306100,9606.ENSP00000307156,9606.ENSP00000307549,9606.ENSP00000312942,9606.ENSP00000315130,9606.ENSP00000319281,9606.ENSP00000321951,9606.ENSP00000324173,9606.ENSP00000324857,9606.ENSP00000329797,9606.ENSP00000330633,9606.ENSP00000331210,9606.ENSP00000344155,9606.ENSP00000344786,9606.ENSP00000345179,9606.ENSP00000345229,9606.ENSP00000350364,9606.ENSP00000352288,9606.ENSP00000356646,9606.ENSP00000358309,9606.ENSP00000362924,9606.ENSP00000363773,9606.ENSP00000363827,9606.ENSP00000366047,9606.ENSP00000366091,9606.ENSP00000368314,9606.ENSP00000376048,9606.ENSP00000377047,9606.ENSP00000378401,9606.ENSP00000380602,9606.ENSP00000381607,9606.ENSP00000384193,9606.ENSP00000385142,9606.ENSP00000392423,9606.ENSP00000410294,9606.ENSP00000418112,9606.ENSP00000420321,9606.ENSP00000422533,9606.ENSP00000425915,9606.ENSP00000445175,9606.ENSP00000447006,9606.ENSP00000467537,9606.ENSP00000478061,9606.ENSP00000481309,9606.ENSP00000481917,9606.ENSP00000490083,9606.ENSP00000494750,9606.ENSP00000497691,9606.ENSP00000499387,9606.ENSP00000500193","RTN4R,GRN,MT3,APLP1,LAMB1,VTN,LRP1,C3,NCAN,SEMA7A,TWSG1,ATRN,VCAN,ADAM22,CDH2,CELSR2,NTRK2,EPHA4,APP,CSF1R,CALM3,SERPINI1,TPP1,AXL,PAM,LAMB2,NPTX1,SEZ6,CLU,BASP1,FAIM2,HSPA5,SEMA6D,CADM1,CNTN2,BCAN,ABCA2,NFASC,APOD,DNER,NEGR1,PLXNB2,TNR,EPHA7,GSN,C1QA,HSPG2,KLK6,MOG,NRCAM,MAG,PTPRZ1,SPOCK1,CNTN4,GSTP1,CADM2,NRXN1,RELN,FGFR2,PTPRG,ROBO1,ADGRL3,SELENOP,LDHA,CNTN1,PTPRS,MARCKS,SPINK6,SEZ6L2,ATP6AP2,ACTB,APLP2,SDF4,BTD"
CU_AD,GO:0042742,Defense response to bacterium,27,2.09855,top,0.0055,ks,"9606.ENSP00000216361,9606.ENSP00000216492,9606.ENSP00000217407,9606.ENSP00000249330,9606.ENSP00000261267,9606.ENSP00000284981,9606.ENSP00000292609,9606.ENSP00000302046,9606.ENSP00000306099,9606.ENSP00000308541,9606.ENSP00000342082,9606.ENSP00000348170,9606.ENSP00000361761,9606.ENSP00000372136,9606.ENSP00000381057,9606.ENSP00000383115,9606.ENSP00000385834,9606.ENSP00000418009,9606.ENSP00000431254,9606.ENSP00000436607,9606.ENSP00000440066,9606.ENSP00000452245,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035,9606.ENSP00000497910,9606.ENSP00000498441","COCH,CHGA,LBP,VGF,LYZ,APP,PGLYRP2,RNASE6,FGB,F2,SLPI,HP,WFDC2,DEFA1B,RNASE1,COLEC12,TF,RARRES2,IGLL5,ADM,JCHAIN,RNASE4,IGHV1-3,IGHV3-15,IGHV3-72,B2M,FGA"
CU_AD,GO:0061045,Negative regulation of wound healing,20,3.58778,top,0.0055,afc,"9606.ENSP00000181383,9606.ENSP00000205948,9606.ENSP00000226218,9606.ENSP00000232003,9606.ENSP00000234071,9606.ENSP00000252486,9606.ENSP00000253496,9606.ENSP00000264690,9606.ENSP00000278407,9606.ENSP00000306099,9606.ENSP00000308541,9606.ENSP00000308938,9606.ENSP00000321853,9606.ENSP00000330382,9606.ENSP00000336829,9606.ENSP00000377783,9606.ENSP00000383933,9606.ENSP00000456920,9606.ENSP00000493985,9606.ENSP00000498441","CPB2,APOH,VTN,HRG,PROC,APOE,F12,KLKB1,SERPING1,FGB,F2,PLG,SERPINF2,PDGFB,FGG,PROS1,TAFA5,WFDC1,KNG1,FGA"
CU_AD,GO:0048699,Generation of neurons,81,0.759408,bottom,0.0061,ks,"9606.ENSP00000043402,9606.ENSP00000219070,9606.ENSP00000221891,9606.ENSP00000222399,9606.ENSP00000231721,9606.ENSP00000245907,9606.ENSP00000247271,9606.ENSP00000251268,9606.ENSP00000252486,9606.ENSP00000256509,9606.ENSP00000261918,9606.ENSP00000264025,9606.ENSP00000270142,9606.ENSP00000271332,9606.ENSP00000277120,9606.ENSP00000281821,9606.ENSP00000284240,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000289749,9606.ENSP00000294728,9606.ENSP00000296861,9606.ENSP00000301178,9606.ENSP00000305988,9606.ENSP00000306449,9606.ENSP00000307156,9606.ENSP00000307549,9606.ENSP00000309096,9606.ENSP00000321951,9606.ENSP00000324173,9606.ENSP00000324857,9606.ENSP00000330633,9606.ENSP00000330862,9606.ENSP00000335397,9606.ENSP00000341170,9606.ENSP00000341198,9606.ENSP00000344786,9606.ENSP00000345179,9606.ENSP00000345229,9606.ENSP00000347591,9606.ENSP00000350364,9606.ENSP00000350425,9606.ENSP00000352288,9606.ENSP00000353030,9606.ENSP00000356646,9606.ENSP00000357392,9606.ENSP00000358309,9606.ENSP00000359077,9606.ENSP00000359629,9606.ENSP00000363773,9606.ENSP00000366288,9606.ENSP00000368314,9606.ENSP00000368678,9606.ENSP00000370593,9606.ENSP00000373244,9606.ENSP00000376048,9606.ENSP00000377047,9606.ENSP00000378401,9606.ENSP00000380602,9606.ENSP00000383392,9606.ENSP00000385142,9606.ENSP00000392423,9606.ENSP00000393312,9606.ENSP00000394720,9606.ENSP00000396722,9606.ENSP00000400365,9606.ENSP00000410294,9606.ENSP00000419425,9606.ENSP00000420321,9606.ENSP00000422533,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000447006,9606.ENSP00000455114,9606.ENSP00000480132,9606.ENSP00000480483,9606.ENSP00000480680,9606.ENSP00000484928,9606.ENSP00000489551,9606.ENSP00000494750,9606.ENSP00000497691","RTN4R,MMP2,APLP1,LAMB1,SEMA3G,C3,OMG,MEGF8,APOE,CHL1,SEMA7A,NECTIN1,SOD1,CELSR2,NTRK2,EPHA4,THY1,APP,CSF1R,NBL1,VCAM1,TNFRSF21,AXL,ALCAM,GPR37,LAMB2,NPTX1,B4GAT1,FAIM2,HSPA5,SEMA6D,CNTN2,OPCML,RTN4RL2,PTN,NEO1,NFASC,APOD,DNER,GFRA1,NEGR1,APOA4,PLXNB2,PTPRF,TNR,EFNA1,EPHA7,L1CAM,CRTAC1,C1QA,SLITRK1,NRCAM,AGRN,PTPRD,CSPG5,MAG,PTPRZ1,SPOCK1,CNTN4,NCAM2,NRXN1,RELN,FGFR1,SEMA4B,NTM,LAMA2,FGFR2,PPIA,ROBO1,ADGRL3,ADM,DAG1,CNTN1,HEXA,NCAM1,NRN1,SEMA3B,CDH4,NRXN3,ACTB,APLP2"
CU_AD,GO:0006006,Glucose metabolic process,11,2.41157,both ends,0.008,afc,"9606.ENSP00000229270,9606.ENSP00000305692,9606.ENSP00000320171,9606.ENSP00000325527,9606.ENSP00000345179,9606.ENSP00000360522,9606.ENSP00000362413,9606.ENSP00000378731,9606.ENSP00000391826,9606.ENSP00000437402,9606.ENSP00000495530","TPI1,GAA,PKM,FBN1,APOD,RBP4,PGK1,ALDOC,IGF2,ENO2,ENO1"
CU_AD,GO:0050878,Regulation of body fluid levels,36,2.9739,top,0.0098,ks,"9606.ENSP00000181383,9606.ENSP00000205948,9606.ENSP00000215727,9606.ENSP00000216968,9606.ENSP00000218099,9606.ENSP00000226218,9606.ENSP00000232003,9606.ENSP00000234071,9606.ENSP00000252486,9606.ENSP00000253496,9606.ENSP00000264690,9606.ENSP00000271332,9606.ENSP00000278407,9606.ENSP00000301178,9606.ENSP00000301522,9606.ENSP00000306099,9606.ENSP00000306100,9606.ENSP00000308541,9606.ENSP00000308938,9606.ENSP00000321853,9606.ENSP00000330382,9606.ENSP00000331544,9606.ENSP00000336829,9606.ENSP00000346839,9606.ENSP00000356382,9606.ENSP00000356671,9606.ENSP00000356771,9606.ENSP00000364709,9606.ENSP00000377783,9606.ENSP00000416066,9606.ENSP00000419425,9606.ENSP00000436607,9606.ENSP00000493985,9606.ENSP00000494750,9606.ENSP00000498441,9606.ENSP00000498879","CPB2,APOH,SERPIND1,PROCR,F9,VTN,HRG,PROC,APOE,F12,KLKB1,CELSR2,SERPING1,AXL,PRDX2,FGB,PAM,F2,PLG,SERPINF2,PDGFB,FBLN1,FGG,FN1,F13B,SERPINC1,F5,F10,PROS1,SERPINA1,PPIA,ADM,KNG1,ACTB,FGA,CD59"
AD_NPH,GO:0006959,Humoral immune response,49,4.66543,bottom,0.000000043,ks,"9606.ENSP00000223642,9606.ENSP00000232003,9606.ENSP00000245907,9606.ENSP00000261267,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000266542,9606.ENSP00000278407,9606.ENSP00000284981,9606.ENSP00000296280,9606.ENSP00000296861,9606.ENSP00000299367,9606.ENSP00000302046,9606.ENSP00000306099,9606.ENSP00000308541,9606.ENSP00000313967,9606.ENSP00000314299,9606.ENSP00000315130,9606.ENSP00000322061,9606.ENSP00000342082,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356385,9606.ENSP00000356395,9606.ENSP00000356399,9606.ENSP00000360281,9606.ENSP00000360697,9606.ENSP00000361761,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000372136,9606.ENSP00000378131,9606.ENSP00000385035,9606.ENSP00000385834,9606.ENSP00000396688,9606.ENSP00000416561,9606.ENSP00000418009,9606.ENSP00000431254,9606.ENSP00000436607,9606.ENSP00000440066,9606.ENSP00000444271,9606.ENSP00000468253,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035,9606.ENSP00000493985,9606.ENSP00000497910,9606.ENSP00000498441","C5,HRG,C3,LYZ,C9,C6,C1RL,SERPING1,APP,MASP1,TNFRSF21,C2,RNASE6,FGB,F2,C1QB,CFHR1,CLU,C7,SLPI,C8A,CD55,C4BPA,CFHR2,CFHR3,CFH,C8B,C8G,WFDC2,C1QC,C1QA,DEFA1B,CFI,C1S,TF,C4A,CFB,RARRES2,IGLL5,ADM,JCHAIN,C1R,CFD,IGHV1-3,IGHV3-15,IGHV3-72,KNG1,B2M,FGA"
AD_NPH,GO:0006956,Complement activation,32,5.41328,bottom,0.000000448,ks,"9606.ENSP00000223642,9606.ENSP00000245907,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000266542,9606.ENSP00000278407,9606.ENSP00000296280,9606.ENSP00000299367,9606.ENSP00000313967,9606.ENSP00000314299,9606.ENSP00000315130,9606.ENSP00000322061,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356385,9606.ENSP00000356395,9606.ENSP00000356399,9606.ENSP00000360281,9606.ENSP00000360697,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000378131,9606.ENSP00000385035,9606.ENSP00000396688,9606.ENSP00000416561,9606.ENSP00000431254,9606.ENSP00000444271,9606.ENSP00000468253,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035","C5,C3,C9,C6,C1RL,SERPING1,MASP1,C2,C1QB,CFHR1,CLU,C7,C8A,CD55,C4BPA,CFHR2,CFHR3,CFH,C8B,C8G,C1QC,C1QA,CFI,C1S,C4A,CFB,IGLL5,C1R,CFD,IGHV1-3,IGHV3-15,IGHV3-72"
AD_NPH,GO:0006952,Defense response,110,2.90339,bottom,0.00000747,ks,"9606.ENSP00000053867,9606.ENSP00000216361,9606.ENSP00000216492,9606.ENSP00000217407,9606.ENSP00000218388,9606.ENSP00000223642,9606.ENSP00000232003,9606.ENSP00000243077,9606.ENSP00000245907,9606.ENSP00000249330,9606.ENSP00000253496,9606.ENSP00000255409,9606.ENSP00000259396,9606.ENSP00000261267,9606.ENSP00000261918,9606.ENSP00000262746,9606.ENSP00000262776,9606.ENSP00000262919,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000264690,9606.ENSP00000265983,9606.ENSP00000266041,9606.ENSP00000266542,9606.ENSP00000269593,9606.ENSP00000273784,9606.ENSP00000278222,9606.ENSP00000278407,9606.ENSP00000278505,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000292609,9606.ENSP00000293778,9606.ENSP00000294728,9606.ENSP00000296280,9606.ENSP00000298223,9606.ENSP00000299367,9606.ENSP00000301178,9606.ENSP00000301522,9606.ENSP00000302046,9606.ENSP00000304133,9606.ENSP00000306099,9606.ENSP00000308541,9606.ENSP00000313967,9606.ENSP00000314299,9606.ENSP00000315130,9606.ENSP00000317674,9606.ENSP00000321853,9606.ENSP00000322061,9606.ENSP00000323929,9606.ENSP00000327513,9606.ENSP00000339477,9606.ENSP00000340278,9606.ENSP00000341170,9606.ENSP00000342082,9606.ENSP00000346839,9606.ENSP00000348170,9606.ENSP00000350425,9606.ENSP00000352071,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356385,9606.ENSP00000356399,9606.ENSP00000356946,9606.ENSP00000356969,9606.ENSP00000358045,9606.ENSP00000360281,9606.ENSP00000360697,9606.ENSP00000361761,9606.ENSP00000362924,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000363827,9606.ENSP00000369055,9606.ENSP00000372136,9606.ENSP00000377055,9606.ENSP00000378131,9606.ENSP00000378517,9606.ENSP00000381057,9606.ENSP00000381448,9606.ENSP00000383115,9606.ENSP00000385035,9606.ENSP00000385519,9606.ENSP00000385834,9606.ENSP00000387050,9606.ENSP00000394936,9606.ENSP00000396688,9606.ENSP00000398632,9606.ENSP00000400894,9606.ENSP00000416066,9606.ENSP00000416561,9606.ENSP00000418009,9606.ENSP00000426455,9606.ENSP00000431254,9606.ENSP00000436607,9606.ENSP00000438677,9606.ENSP00000440066,9606.ENSP00000444271,9606.ENSP00000450540,9606.ENSP00000452245,9606.ENSP00000455897,9606.ENSP00000468253,9606.ENSP00000478763,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035,9606.ENSP00000493985,9606.ENSP00000497910,9606.ENSP00000498441","GRN,COCH,CHGA,LBP,TIMP1,C5,HRG,LRP1,C3,VGF,F12,CHI3L1,ORM1,LYZ,SEMA7A,PRDX1,LGALS3BP,ATRN,C9,C6,KLKB1,HPX,ITIH4,C1RL,IGFBP4,AHSG,SAA4,SERPING1,ENDOD1,APP,CSF1R,PGLYRP2,CXCL16,VCAM1,MASP1,FOLR2,C2,AXL,PRDX2,RNASE6,SCG2,FGB,F2,C1QB,CFHR1,CLU,APOL1,SERPINF2,C7,A2M,CSF1,ICOSLG,PARK7,PTN,SLPI,FN1,HP,APOA4,CD163,C8A,CD55,C4BPA,CFHR2,CFH,FCGR3A,APOA2,ECM1,C8B,C8G,WFDC2,GSN,C1QC,C1QA,HSPG2,B4GALT1,DEFA1B,PRCP,CFI,SPP1,RNASE1,CST3,COLEC12,C1S,CD14,TF,PLD3,ORM2,C4A,CD44,PENK,SERPINA1,CFB,RARRES2,RNASET2,IGLL5,ADM,PLD4,JCHAIN,C1R,SERPINA3,RNASE4,MRC1,CFD,SIRPA,IGHV1-3,IGHV3-15,IGHV3-72,KNG1,B2M,FGA"
AD_NPH,GO:0098542,Defense response to other organism,73,3.53986,bottom,0.00000967,ks,"9606.ENSP00000216361,9606.ENSP00000216492,9606.ENSP00000217407,9606.ENSP00000223642,9606.ENSP00000232003,9606.ENSP00000245907,9606.ENSP00000249330,9606.ENSP00000253496,9606.ENSP00000261267,9606.ENSP00000262746,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000265983,9606.ENSP00000266542,9606.ENSP00000278407,9606.ENSP00000278505,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000292609,9606.ENSP00000293778,9606.ENSP00000296280,9606.ENSP00000299367,9606.ENSP00000301178,9606.ENSP00000302046,9606.ENSP00000306099,9606.ENSP00000308541,9606.ENSP00000313967,9606.ENSP00000314299,9606.ENSP00000315130,9606.ENSP00000317674,9606.ENSP00000322061,9606.ENSP00000327513,9606.ENSP00000342082,9606.ENSP00000348170,9606.ENSP00000350425,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356385,9606.ENSP00000356399,9606.ENSP00000356946,9606.ENSP00000360281,9606.ENSP00000360697,9606.ENSP00000361761,9606.ENSP00000362924,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000372136,9606.ENSP00000378131,9606.ENSP00000381057,9606.ENSP00000383115,9606.ENSP00000385035,9606.ENSP00000385519,9606.ENSP00000385834,9606.ENSP00000396688,9606.ENSP00000416561,9606.ENSP00000418009,9606.ENSP00000426455,9606.ENSP00000431254,9606.ENSP00000436607,9606.ENSP00000438677,9606.ENSP00000440066,9606.ENSP00000444271,9606.ENSP00000452245,9606.ENSP00000455897,9606.ENSP00000468253,9606.ENSP00000478763,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035,9606.ENSP00000493985,9606.ENSP00000497910,9606.ENSP00000498441","COCH,CHGA,LBP,C5,HRG,C3,VGF,F12,LYZ,PRDX1,C9,C6,HPX,C1RL,SERPING1,ENDOD1,APP,CSF1R,PGLYRP2,CXCL16,MASP1,C2,AXL,RNASE6,FGB,F2,C1QB,CFHR1,CLU,APOL1,C7,CSF1,SLPI,HP,APOA4,C8A,CD55,C4BPA,CFHR2,CFH,FCGR3A,C8B,C8G,WFDC2,GSN,C1QC,C1QA,DEFA1B,CFI,RNASE1,COLEC12,C1S,CD14,TF,C4A,CFB,RARRES2,RNASET2,IGLL5,ADM,PLD4,JCHAIN,C1R,RNASE4,MRC1,CFD,SIRPA,IGHV1-3,IGHV3-15,IGHV3-72,KNG1,B2M,FGA"
AD_NPH,GO:0002253,Activation of immune response,37,4.59491,bottom,0.0000154,ks,"9606.ENSP00000223642,9606.ENSP00000230036,9606.ENSP00000245907,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000266542,9606.ENSP00000278407,9606.ENSP00000284240,9606.ENSP00000296280,9606.ENSP00000296861,9606.ENSP00000299367,9606.ENSP00000313967,9606.ENSP00000314299,9606.ENSP00000315130,9606.ENSP00000322061,9606.ENSP00000339477,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356385,9606.ENSP00000356395,9606.ENSP00000356399,9606.ENSP00000360281,9606.ENSP00000360697,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000366091,9606.ENSP00000378131,9606.ENSP00000385035,9606.ENSP00000396688,9606.ENSP00000416561,9606.ENSP00000431254,9606.ENSP00000444271,9606.ENSP00000468253,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035","C5,GPLD1,C3,C9,C6,C1RL,SERPING1,THY1,MASP1,TNFRSF21,C2,C1QB,CFHR1,CLU,C7,ICOSLG,C8A,CD55,C4BPA,CFHR2,CFHR3,CFH,C8B,C8G,C1QC,C1QA,MOG,CFI,C1S,C4A,CFB,IGLL5,C1R,CFD,IGHV1-3,IGHV3-15,IGHV3-72"
AD_NPH,GO:0006957,"Complement activation, alternative pathway",10,7.22434,bottom,0.0000248,afc,"9606.ENSP00000223642,9606.ENSP00000245907,9606.ENSP00000263408,9606.ENSP00000322061,9606.ENSP00000354458,9606.ENSP00000356399,9606.ENSP00000360281,9606.ENSP00000360697,9606.ENSP00000416561,9606.ENSP00000468253","C5,C3,C9,C7,C8A,CFH,C8B,C8G,CFB,CFD"
